time,temp
0:00,36
1:00,299
2:00,307
3:00,314
4:00,317
4:30,332
5:40,342
7:00,346
8:00,365
8:11,368
9:00,374
9:58,381
11:00,383
11:14,395
12:00,407
12:41,410
13:05,412
14:30,415
15:00,416
16:00,420

