time,temp
0:00,58
1:00,307
2:00,325
2:30,332
3:00,337
3:30,341
4:00,346
5:00,354
6:00,360
6:30,365
7:00,372
7:30,388
8:00,394
8:23,395
8:35,405
9:00,415
10:00,421
11:00,447
11:30,448
12:00,450
13:00,450

